COUNTY,SOVI_SCORE,RESL_SCORE,HWAV_EVNTS
Los Angeles,85.80000305,15.43999958,78
Los Angeles,97.43000031,15.43999958,78
Los Angeles,74.15000153,15.43999958,78
Los Angeles,82.02999878,15.43999958,78
Los Angeles,90.30000305,15.43999958,78
Los Angeles,96.41000366,15.43999958,78
Los Angeles,67.48000336,15.43999958,78
Los Angeles,94.04000092,15.43999958,78
Los Angeles,97.91999817,15.43999958,78
Los Angeles,48.59000015,15.43999958,78
Los Angeles,60.15999985,15.43999958,78
Los Angeles,89.42001343,15.43999958,78
Los Angeles,55.61999893,15.43999958,78
Los Angeles,62.68999863,15.43999958,78
Los Angeles,22.21999931,15.43999958,78
Los Angeles,38.27999878,15.43999958,78
Los Angeles,48.38000107,15.43999958,78
Los Angeles,46.61999893,15.43999958,78
Los Angeles,93.5,15.43999958,78
Los Angeles,78.44999695,15.43999958,78
Los Angeles,68.51000214,15.43999958,78
Los Angeles,77.77999878,15.43999958,78
Los Angeles,57.63000107,15.43999958,78
Los Angeles,56.59000015,15.43999958,78
Los Angeles,77.12000275,15.43999958,78
Los Angeles,83.44999695,15.43999958,78
Los Angeles,71.94999695,15.43999958,78
Los Angeles,79.80999756,15.43999958,78
Los Angeles,78.81999969,15.43999958,78
Los Angeles,85.47000122,15.43999958,78
Los Angeles,27.12999916,15.43999958,78
Los Angeles,30.35000038,15.43999958,78
Los Angeles,69.16999817,15.43999958,78
Los Angeles,56.59000015,15.43999958,78
Los Angeles,85.23999786,15.43999958,78
Los Angeles,95.58000183,15.43999958,78
Los Angeles,81.25,15.43999958,78
Los Angeles,63.27000046,15.43999958,78
Los Angeles,93.20999908,15.43999958,78
Los Angeles,97.73999786,15.43999958,78
Los Angeles,85.08999634,15.43999958,78
Los Angeles,75.44000244,15.43999958,78
Los Angeles,84.65000153,15.43999958,78
Los Angeles,46.86999893,15.43999958,78
Los Angeles,93.77999878,15.43999958,78
Los Angeles,80.97000122,15.43999958,78
Los Angeles,91.31999969,15.43999958,78
Los Angeles,86.94000244,15.43999958,78
Los Angeles,92.51999664,15.43999958,78
Los Angeles,90.87000275,15.43999958,78
Los Angeles,60.34999847,15.43999958,78
Los Angeles,61.63000107,15.43999958,78
Los Angeles,76.56999969,15.43999958,78
Los Angeles,70.62000275,15.43999958,78
Los Angeles,89,15.43999958,78
Los Angeles,91.12000275,15.43999958,78
Los Angeles,11.01000023,15.43999958,78
Los Angeles,39.99000168,15.43999958,78
Los Angeles,64.96000671,15.43999958,78
Los Angeles,15.38000011,15.43999958,78
Los Angeles,98.05999756,15.43999958,78
Los Angeles,88.77999878,15.43999958,78
Los Angeles,92.48999786,15.43999958,78
Los Angeles,93.58999634,15.43999958,78
Los Angeles,80.45999908,15.43999958,78
Los Angeles,47.25,15.43999958,78
Los Angeles,44.59000015,15.43999958,78
Los Angeles,48.18999863,15.43999958,78
Los Angeles,91.93000031,15.43999958,78
Los Angeles,47.43999863,15.43999958,78
Los Angeles,75.37000275,15.43999958,78
Los Angeles,48.52999878,15.43999958,78
Los Angeles,32.33000183,15.43999958,78
Los Angeles,49.20999908,15.43999958,78
Los Angeles,38.47999954,15.43999958,78
Los Angeles,65.97000122,15.43999958,78
Los Angeles,64.42001343,15.43999958,78
Los Angeles,61.52000046,15.43999958,78
Los Angeles,35.40000153,15.43999958,78
Los Angeles,28.5,15.43999958,78
Los Angeles,16.02000046,15.43999958,78
Los Angeles,48.88999939,15.43999958,78
Los Angeles,53.45000076,15.43999958,78
Los Angeles,24.69000053,15.43999958,78
Los Angeles,47.06999969,15.43999958,78
Los Angeles,74.23000336,15.43999958,78
Los Angeles,8.319999695,15.43999958,78
Los Angeles,33.20000076,15.43999958,78
Los Angeles,32.79000092,15.43999958,78
Los Angeles,54.47999954,15.43999958,78
Los Angeles,72.76999664,15.43999958,78
Los Angeles,50.25999832,15.43999958,78
Los Angeles,5.300000191,15.43999958,77.66415004
Los Angeles,11.82999992,15.43999958,77.82755585
Los Angeles,39.77000046,15.43999958,78
Los Angeles,64.85001373,15.43999958,78
Los Angeles,34.54000092,15.43999958,78
Los Angeles,88.98000336,15.43999958,78
Los Angeles,94.54000092,15.43999958,78
Los Angeles,60.84000015,15.43999958,78
Los Angeles,4.889999866,15.43999958,78
Los Angeles,46.43000031,15.43999958,78
Los Angeles,81.08000183,15.43999958,78
Los Angeles,78.59999847,15.43999958,78
Los Angeles,65.12999725,15.43999958,78
Los Angeles,50.20000076,15.43999958,78
Los Angeles,47.88000107,15.43999958,78
Los Angeles,27.13999939,15.43999958,77.33560201
Los Angeles,9.93999958,15.43999958,77.22571238
Los Angeles,8.150000572,15.43999958,73.94250853
Los Angeles,6.550000191,15.43999958,78
Los Angeles,5.190000057,15.43999958,77.45044805
Los Angeles,41.09000015,15.43999958,78
Los Angeles,35.93000031,15.43999958,78
Los Angeles,35.72999954,15.43999958,78
Los Angeles,25.19000053,15.43999958,78
Los Angeles,52.54000092,15.43999958,78
Los Angeles,26.97999954,15.43999958,78
Los Angeles,13.01000023,15.43999958,78
Los Angeles,24.43000031,15.43999958,78
Los Angeles,64.31001282,15.43999958,78
Los Angeles,2.650000095,15.43999958,75.38771044
Los Angeles,5.269999981,15.43999958,70.96251842
Los Angeles,3.75,15.43999958,73.77738189
Los Angeles,41.41999817,15.43999958,78
Los Angeles,24.04000092,15.43999958,78
Los Angeles,47.93999863,15.43999958,78
Los Angeles,29.14999962,15.43999958,78
Los Angeles,30.98999977,15.43999958,78
Los Angeles,46.59000015,15.43999958,78
Los Angeles,12.48999977,15.43999958,78
Los Angeles,35.70999908,15.43999958,78
Los Angeles,52.45000076,15.43999958,78
Los Angeles,17.48999977,15.43999958,78
Los Angeles,20.28000069,15.43999958,77.70920265
Los Angeles,17.42000008,15.43999958,77.58885386
Los Angeles,14.51000023,15.43999958,66.73904446
Los Angeles,8.630000114,15.43999958,71.86096758
Los Angeles,14.55000019,15.43999958,69.83957787
Los Angeles,26.56999969,15.43999958,69.81528041
Los Angeles,28.79000092,15.43999958,71.68397856
Los Angeles,40.90999985,15.43999958,74.61593116
Los Angeles,44.11999893,15.43999958,74.46467659
Los Angeles,85.63999939,15.43999958,74
Los Angeles,35.97999954,15.43999958,74
Los Angeles,62.90000153,15.43999958,74
Los Angeles,59.18999863,15.43999958,74
Los Angeles,73.43000031,15.43999958,74
Los Angeles,76.93000031,15.43999958,74
Los Angeles,80.18000031,15.43999958,74
Los Angeles,77.54000092,15.43999958,74
Los Angeles,51.20000076,15.43999958,74
Los Angeles,70.94000244,15.43999958,74
Los Angeles,84.29000092,15.43999958,74
Los Angeles,75.20999908,15.43999958,74
Los Angeles,59.75999832,15.43999958,74
Los Angeles,93.41999817,15.43999958,74
Los Angeles,91.94999695,15.43999958,74
Los Angeles,76.47000122,15.43999958,74
Los Angeles,74.43000031,15.43999958,74
Los Angeles,66.93000031,15.43999958,74
Los Angeles,95.80000305,15.43999958,74
Los Angeles,77.22000122,15.43999958,74
Los Angeles,68.76000214,15.43999958,74
Los Angeles,20.63999939,15.43999958,74
Los Angeles,59.97000122,15.43999958,71.23525453
Los Angeles,71.80000305,15.43999958,66.80014712
Los Angeles,47.40000153,15.43999958,73.56290875
Los Angeles,78.59999847,15.43999958,64
Los Angeles,94.48999786,15.43999958,64
Los Angeles,33.74000168,15.43999958,76.84985476
Los Angeles,70.51999664,15.43999958,74
Los Angeles,44.09000015,15.43999958,74.0286722
Los Angeles,38.38999939,15.43999958,74
Los Angeles,82.26999664,15.43999958,77.98575133
Los Angeles,59.86000061,15.43999958,74.01889151
Los Angeles,92.36000061,15.43999958,78.00003215
Los Angeles,89.69000244,15.43999958,74.02309379
Los Angeles,91.58999634,15.43999958,72.81759276
Los Angeles,63.54999924,15.43999958,69.49218784
Los Angeles,89.22000122,15.43999958,66.8627093
Los Angeles,58.68999863,15.43999958,62.7757402
Los Angeles,27.65999985,15.43999958,22.61711192
Los Angeles,69.30000305,15.43999958,75.68298872
Los Angeles,36.59000015,15.43999958,22
Los Angeles,14.03999996,15.43999958,22
Los Angeles,43.81000137,15.43999958,71.00421308
Los Angeles,26.76000023,15.43999958,22
Los Angeles,32.40000153,15.43999958,22
Los Angeles,59.25,15.43999958,22
Los Angeles,20.62999916,15.43999958,22
Los Angeles,25.80999947,15.43999958,22
Los Angeles,9.690000534,15.43999958,22
Los Angeles,20.13999939,15.43999958,22
Los Angeles,58.84000015,15.43999958,22
Los Angeles,44.90000153,15.43999958,22
Los Angeles,46.04999924,15.43999958,23.32263802
Los Angeles,14.72000027,15.43999958,37.19701659
Los Angeles,34.24000168,15.43999958,70.55489035
Los Angeles,31.13999939,15.43999958,22
Los Angeles,64.96000671,15.43999958,22
Los Angeles,48.33000183,15.43999958,22
Los Angeles,62.31000137,15.43999958,22
Los Angeles,48.29999924,15.43999958,22
Los Angeles,35.06999969,15.43999958,22
Los Angeles,31.55999947,15.43999958,22
Los Angeles,75.51000214,15.43999958,22
Los Angeles,64.44000244,15.43999958,22
Los Angeles,89.30000305,15.43999958,22
Los Angeles,61.56999969,15.43999958,22
Los Angeles,89.68000031,15.43999958,22
Los Angeles,91.82998657,15.43999958,22
Los Angeles,90.38999939,15.43999958,22
Los Angeles,68.26000214,15.43999958,22
Los Angeles,85.12000275,15.43999958,22
Los Angeles,88.33000183,15.43999958,22
Los Angeles,94.83000183,15.43999958,22
Los Angeles,40.74000168,15.43999958,22
Los Angeles,98.01999664,15.43999958,22
Los Angeles,90.12000275,15.43999958,22
Los Angeles,96.45999908,15.43999958,22
Los Angeles,88.48000336,15.43999958,22
Los Angeles,72.51999664,15.43999958,22
Los Angeles,89.72000122,15.43999958,22
Los Angeles,98.26999664,15.43999958,22
Los Angeles,93.58000183,15.43999958,22
Los Angeles,97.41000366,15.43999958,22
Los Angeles,89.19999695,15.43999958,22
Los Angeles,79.73999786,15.43999958,22
Los Angeles,78.47000122,15.43999958,22
Los Angeles,94.97000122,15.43999958,22
Los Angeles,71.51000214,15.43999958,22
Los Angeles,90.91000366,15.43999958,22
Los Angeles,91.87000275,15.43999958,22
Los Angeles,98.98999786,15.43999958,22
Los Angeles,88.48999786,15.43999958,22
Los Angeles,87.47000122,15.43999958,22
Los Angeles,79.41000366,15.43999958,22
Los Angeles,63.54999924,15.43999958,22
Los Angeles,58.13999939,15.43999958,22
Los Angeles,13.44999981,15.43999958,22
Los Angeles,72.68000031,15.43999958,22
Los Angeles,30.87999916,15.43999958,22
Los Angeles,33.95999908,15.43999958,22
Los Angeles,31.26000023,15.43999958,22
Los Angeles,70.66000366,15.43999958,22
Los Angeles,90.73999786,15.43999958,22
Los Angeles,90.94000244,15.43999958,22
Los Angeles,91.97000122,15.43999958,22
Los Angeles,93.12000275,15.43999958,22
Los Angeles,91.16999817,15.43999958,22
Los Angeles,40.06000137,15.43999958,22.8435636
Los Angeles,24.36000061,15.43999958,23.12243187
Los Angeles,7.25,15.43999958,22
Los Angeles,1.360000014,15.43999958,22
Los Angeles,48.31999969,15.43999958,22
Los Angeles,26.96999931,15.43999958,22
Los Angeles,31,15.43999958,22
Los Angeles,36.84999847,15.43999958,22
Los Angeles,22.70000076,15.43999958,22
Los Angeles,12.56000042,15.43999958,22
Los Angeles,53.59999847,15.43999958,22
Los Angeles,48.93999863,15.43999958,22
Los Angeles,43.97999954,15.43999958,22
Los Angeles,86.94999695,15.43999958,22
Los Angeles,97.05999756,15.43999958,22
Los Angeles,86.45999908,15.43999958,22
Los Angeles,84.09999847,15.43999958,22
Los Angeles,73.58000183,15.43999958,22
Los Angeles,72.97000122,15.43999958,22
Los Angeles,81.97000122,15.43999958,22
Los Angeles,32.61000061,15.43999958,22
Los Angeles,45.40000153,15.43999958,22
Los Angeles,65.41000366,15.43999958,63.68551
Los Angeles,72.73000336,15.43999958,22
Los Angeles,45.79000092,15.43999958,22
Los Angeles,72.52999878,15.43999958,22
Los Angeles,58.79000092,15.43999958,22
Los Angeles,56.34999847,15.43999958,22
Los Angeles,83.08999634,15.43999958,28.80906619
Los Angeles,89,15.43999958,22
Los Angeles,68.55000305,15.43999958,35.39263587
Los Angeles,82.61000061,15.43999958,74
Los Angeles,99.09999847,15.43999958,73.80384342
Los Angeles,87.04000092,15.43999958,29.93053702
Los Angeles,89.91000366,15.43999958,73.74270292
Los Angeles,80.34999847,15.43999958,73.04403121
Los Angeles,94.81999969,15.43999958,64.145487
Los Angeles,84.91999817,15.43999958,22
Los Angeles,97.22000122,15.43999958,30.83023946
Los Angeles,71.40000153,15.43999958,40.48163296
Los Angeles,93.05999756,15.43999958,24.8810654
Los Angeles,79.84999847,15.43999958,74
Los Angeles,79.31999969,15.43999958,74
Los Angeles,62.38000107,15.43999958,74
Los Angeles,93.62000275,15.43999958,74
Los Angeles,50.93000031,15.43999958,74
Los Angeles,88.06999969,15.43999958,74
Los Angeles,87.56999969,15.43999958,74
Los Angeles,90.33999634,15.43999958,74
Los Angeles,90.69000244,15.43999958,74
Los Angeles,71.86000061,15.43999958,74
Los Angeles,79.26999664,15.43999958,74
Los Angeles,91.69999695,15.43999958,74
Los Angeles,78.94999695,15.43999958,74
Los Angeles,97.58999634,15.43999958,73.99991961
Los Angeles,92.55999756,15.43999958,72.94497553
Los Angeles,95.12000275,15.43999958,41.36335528
Los Angeles,97.34999847,15.43999958,22
Los Angeles,90.84999847,15.43999958,22
Los Angeles,76.47000122,15.43999958,22
Los Angeles,77.72000122,15.43999958,55.54864862
Los Angeles,91.31999969,15.43999958,29.78667499
Los Angeles,90.52999878,15.43999958,73.82798399
Los Angeles,88.11000061,15.43999958,28.15541198
Los Angeles,81.58000183,15.43999958,36.19506517
Los Angeles,91.37999725,15.43999958,22
Los Angeles,90.73999786,15.43999958,22
Los Angeles,98.72000122,15.43999958,22
Los Angeles,89.30000305,15.43999958,22
Los Angeles,99.20999908,15.43999958,22
Los Angeles,97.87000275,15.43999958,22
Los Angeles,92.08999634,15.43999958,22
Los Angeles,92.16000366,15.43999958,22
Los Angeles,80.30000305,15.43999958,22
Los Angeles,97.33999634,15.43999958,22
Los Angeles,79.77999878,15.43999958,22
Los Angeles,94.5,15.43999958,22
Los Angeles,96.37000275,15.43999958,22
Los Angeles,96.18000031,15.43999958,27.62172268
Los Angeles,34.79999924,15.43999958,22
Los Angeles,97.20999908,15.43999958,22
Los Angeles,17.52000046,15.43999958,22
Los Angeles,31.12999916,15.43999958,22
Los Angeles,99.55999756,15.43999958,22
Los Angeles,94.69000244,15.43999958,22
Los Angeles,90.94999695,15.43999958,22
Los Angeles,98.34999847,15.43999958,22
Los Angeles,86.73999786,15.43999958,22
Los Angeles,78.34999847,15.43999958,22
Los Angeles,95.5,15.43999958,22
Los Angeles,87.51000214,15.43999958,22
Los Angeles,96.91000366,15.43999958,22
Los Angeles,92.84999847,15.43999958,22.0921351
Los Angeles,72.18000031,15.43999958,22
Los Angeles,82.62000275,15.43999958,22
Los Angeles,40.40000153,15.43999958,22
Los Angeles,83.51000214,15.43999958,22
Los Angeles,71.03000641,15.43999958,22
Los Angeles,28.17000008,15.43999958,22
Los Angeles,70.95999908,15.43999958,22
Los Angeles,43,15.43999958,22
Los Angeles,87.51000214,15.43999958,22
Los Angeles,42.84999847,15.43999958,22
Los Angeles,75.55000305,15.43999958,22
Los Angeles,55.43000031,15.43999958,22
Los Angeles,58.54000092,15.43999958,22
Los Angeles,66.25998688,15.43999958,22
Los Angeles,88.11000061,15.43999958,22
Los Angeles,87.87999725,15.43999958,22
Los Angeles,98.16000366,15.43999958,22
Los Angeles,91.88999939,15.43999958,22
Los Angeles,85.79000092,15.43999958,22
Los Angeles,73.98999786,15.43999958,22
Los Angeles,97.55000305,15.43999958,22
Los Angeles,94.94999695,15.43999958,22
Los Angeles,93.58999634,15.43999958,22
Los Angeles,83.43000031,15.43999958,22
Los Angeles,93.33000183,15.43999958,22
Los Angeles,97.51999664,15.43999958,22
Los Angeles,90.37000275,15.43999958,22
Los Angeles,98.20999908,15.43999958,22
Los Angeles,96.94999695,15.43999958,22
Los Angeles,98,15.43999958,22
Los Angeles,99.29000092,15.43999958,22
Los Angeles,99.26000214,15.43999958,22
Los Angeles,98.09999847,15.43999958,22
Los Angeles,83.17001343,15.43999958,22
Los Angeles,38.16999817,15.43999958,22
Los Angeles,89.33999634,15.43999958,22
Los Angeles,98.13999939,15.43999958,22
Los Angeles,99.83000183,15.43999958,22
Los Angeles,99.58999634,15.43999958,22
Los Angeles,99.73999786,15.43999958,22
Los Angeles,97.41999817,15.43999958,22
Los Angeles,98.34999847,15.43999958,22
Los Angeles,98.36000061,15.43999958,22
Los Angeles,99.70999908,15.43999958,22
Los Angeles,99.41999817,15.43999958,22
Los Angeles,48.54000092,15.43999958,22
Los Angeles,77.26000214,15.43999958,22
Los Angeles,86.29000092,15.43999958,22
Los Angeles,58.40999985,15.43999958,22
Los Angeles,90.08000183,15.43999958,22
Los Angeles,87.98000336,15.43999958,22
Los Angeles,82.74001312,15.43999958,22
Los Angeles,91.73999786,15.43999958,22
Los Angeles,96.54000092,15.43999958,22
Los Angeles,91.20999908,15.43999958,22
Los Angeles,85.98999786,15.43999958,22
Los Angeles,61.02000046,15.43999958,22
